Year,Indicators,Country,Subregion,Statistics
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",Finland,Northern Europe,9.31999969482422
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",Finland,Northern Europe,18.4300003051758
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Finland,Northern Europe,88.96010254766865
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Finland,Northern Europe,4.57999992370605
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",Finland,Northern Europe,5.67999982833862
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Finland,Northern Europe,8.66
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Finland,Northern Europe,7.95
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Finland,Northern Europe,9.33
2015,"Employers, female (% of female employment) (modeled ILO estimate)",Finland,Northern Europe,2.13000011444092
2015,"Employers, male (% of male employment) (modeled ILO estimate)",Finland,Northern Europe,6.21999979019165
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Finland,Northern Europe,74.39
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Finland,Northern Europe,76.85
2015,"School enrollment, tertiary (% gross)",Finland,Northern Europe,87.6798706054688
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",Finland,Northern Europe,9.4399995803833
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",Finland,Northern Europe,18.7299995422363
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Finland,Northern Europe,89.14927768860353
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",Finland,Northern Europe,5.65999984741211
2015,"Unemployment with advanced education, male (% of male labor force with advanced education)",Finland,Northern Europe,6.32000017166138
2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Finland,Northern Europe,9.38
2015,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Finland,Northern Europe,8.84
2015,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Finland,Northern Europe,9.88
2016,"Employers, female (% of female employment) (modeled ILO estimate)",Finland,Northern Europe,2.00999999046326
2016,"Employers, male (% of male employment) (modeled ILO estimate)",Finland,Northern Europe,5.94000005722046
2016,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Finland,Northern Europe,74.11
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Finland,Northern Europe,77.41
2016,"School enrollment, tertiary (% gross)",Finland,Northern Europe,86.9785232543945
2016,"Self-employed, female (% of female employment) (modeled ILO estimate)",Finland,Northern Europe,9.36999988555908
2016,"Self-employed, male (% of male employment) (modeled ILO estimate)",Finland,Northern Europe,18.3600006103516
2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Finland,Northern Europe,88.38668167926653
2016,"Unemployment with advanced education, female (% of female labor force with advanced education)",Finland,Northern Europe,5.69000005722046
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",Finland,Northern Europe,5.98000001907349
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Finland,Northern Europe,8.82
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Finland,Northern Europe,8.58
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Finland,Northern Europe,9.04
2017,"Employers, female (% of female employment) (modeled ILO estimate)",Finland,Northern Europe,1.95000004768372
2017,"Employers, male (% of male employment) (modeled ILO estimate)",Finland,Northern Europe,5.76999998092651
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Finland,Northern Europe,74.96
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Finland,Northern Europe,78.27
2017,"School enrollment, tertiary (% gross)",Finland,Northern Europe,88.1978302001953
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",Finland,Northern Europe,9.03999996185303
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",Finland,Northern Europe,17.0100002288818
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Finland,Northern Europe,88.17789153735403
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",Finland,Northern Europe,5.25
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",Finland,Northern Europe,5.15999984741211
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Finland,Northern Europe,8.64
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Finland,Northern Europe,8.39
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Finland,Northern Europe,8.87
2018,"Employers, female (% of female employment) (modeled ILO estimate)",Finland,Northern Europe,1.82000005245209
2018,"Employers, male (% of male employment) (modeled ILO estimate)",Finland,Northern Europe,5.21999979019165
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Finland,Northern Europe,76.2
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Finland,Northern Europe,79.34
2018,"School enrollment, tertiary (% gross)",Finland,Northern Europe,90.2617568969727
2018,"Self-employed, female (% of female employment) (modeled ILO estimate)",Finland,Northern Europe,9.22000026702881
2018,"Self-employed, male (% of male employment) (modeled ILO estimate)",Finland,Northern Europe,16.8899993896484
2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Finland,Northern Europe,88.44811171056807
2018,"Unemployment with advanced education, female (% of female labor force with advanced education)",Finland,Northern Europe,4.23000001907349
2018,"Unemployment with advanced education, male (% of male labor force with advanced education)",Finland,Northern Europe,4.1100001335144
2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Finland,Northern Europe,7.36
2018,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Finland,Northern Europe,7.3
2018,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Finland,Northern Europe,7.42
2019,"Employers, female (% of female employment) (modeled ILO estimate)",Finland,Northern Europe,1.99000000953674
2019,"Employers, male (% of male employment) (modeled ILO estimate)",Finland,Northern Europe,5.44999980926514
2019,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Finland,Northern Europe,76.6
2019,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Finland,Northern Europe,79.65
2019,"School enrollment, tertiary (% gross)",Finland,Northern Europe,92.9550094604492
2019,"Self-employed, female (% of female employment) (modeled ILO estimate)",Finland,Northern Europe,9.65999984741211
2019,"Self-employed, male (% of male employment) (modeled ILO estimate)",Finland,Northern Europe,17.0
2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Finland,Northern Europe,88.47436100968406
2019,"Unemployment with advanced education, female (% of female labor force with advanced education)",Finland,Northern Europe,3.70000004768372
2019,"Unemployment with advanced education, male (% of male labor force with advanced education)",Finland,Northern Europe,4.26000022888184
2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Finland,Northern Europe,6.7
2019,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Finland,Northern Europe,6.17
2019,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Finland,Northern Europe,7.18
2012,Gender pay gap in unadjusted form,Finland,Northern Europe,19.2
2013,Gender pay gap in unadjusted form,Finland,Northern Europe,18.8
2014,Gender pay gap in unadjusted form,Finland,Northern Europe,18.4
2015,Gender pay gap in unadjusted form,Finland,Northern Europe,17.5
2016,Gender pay gap in unadjusted form,Finland,Northern Europe,17.5
2017,Gender pay gap in unadjusted form,Finland,Northern Europe,17.1
2018,Gender pay gap in unadjusted form,Finland,Northern Europe,16.9
2019,Gender pay gap in unadjusted form,Finland,Northern Europe,16.6
2012,Gender employment gap,Finland,Northern Europe,3.0
2013,Gender employment gap,Finland,Northern Europe,2.8
2014,Gender employment gap,Finland,Northern Europe,1.9
2015,Gender employment gap,Finland,Northern Europe,2.1
2016,Gender employment gap,Finland,Northern Europe,3.3
2017,Gender employment gap,Finland,Northern Europe,3.5
2018,Gender employment gap,Finland,Northern Europe,3.7
2019,Gender employment gap,Finland,Northern Europe,2.7
2012,"Employers, female (% of female employment) (modeled ILO estimate)",France,Western Europe,2.22000002861023
2012,"Employers, male (% of male employment) (modeled ILO estimate)",France,Western Europe,6.26000022888184
2012,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",France,Western Europe,66.15
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",France,Western Europe,75.12
2012,"School enrollment, tertiary (% gross)",France,Western Europe,57.9090118408203
2012,"Self-employed, female (% of female employment) (modeled ILO estimate)",France,Western Europe,7.65000009536743
2012,"Self-employed, male (% of male employment) (modeled ILO estimate)",France,Western Europe,14.8699998855591
2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),France,Western Europe,82.54380272550293
2012,"Unemployment with advanced education, female (% of female labor force with advanced education)",France,Western Europe,5.44999980926514
2012,"Unemployment with advanced education, male (% of male labor force with advanced education)",France,Western Europe,5.42000007629395
2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",France,Western Europe,9.4
2012,"Unemployment, female (% of female labor force) (modeled ILO estimate)",France,Western Europe,9.36
2012,"Unemployment, male (% of male labor force) (modeled ILO estimate)",France,Western Europe,9.44
2013,"Employers, female (% of female employment) (modeled ILO estimate)",France,Western Europe,2.17000007629395
2013,"Employers, male (% of male employment) (modeled ILO estimate)",France,Western Europe,6.23999977111816
2013,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",France,Western Europe,66.81
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",France,Western Europe,75.31
2013,"School enrollment, tertiary (% gross)",France,Western Europe,59.8487586975098
2013,"Self-employed, female (% of female employment) (modeled ILO estimate)",France,Western Europe,7.71000003814697
2013,"Self-employed, male (% of male employment) (modeled ILO estimate)",France,Western Europe,14.5200004577637
2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),France,Western Europe,83.18396610721851
2013,"Unemployment with advanced education, female (% of female labor force with advanced education)",France,Western Europe,5.8899998664856
2013,"Unemployment with advanced education, male (% of male labor force with advanced education)",France,Western Europe,6.09999990463257
2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",France,Western Europe,9.92
2013,"Unemployment, female (% of female labor force) (modeled ILO estimate)",France,Western Europe,9.79
2013,"Unemployment, male (% of male labor force) (modeled ILO estimate)",France,Western Europe,10.04
2014,"Employers, female (% of female employment) (modeled ILO estimate)",France,Western Europe,2.04999995231628
2014,"Employers, male (% of male employment) (modeled ILO estimate)",France,Western Europe,6.26000022888184
2014,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",France,Western Europe,66.96
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",France,Western Europe,75.01
2014,"School enrollment, tertiary (% gross)",France,Western Europe,61.5104789733887
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",France,Western Europe,8.14999961853027
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",France,Western Europe,14.7799997329712
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),France,Western Europe,83.65970051012013
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",France,Western Europe,6.28000020980835
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",France,Western Europe,6.36999988555908
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",France,Western Europe,10.29
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",France,Western Europe,10.03
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",France,Western Europe,10.53
2015,"Employers, female (% of female employment) (modeled ILO estimate)",France,Western Europe,2.20000004768372
2015,"Employers, male (% of male employment) (modeled ILO estimate)",France,Western Europe,6.15000009536743
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",France,Western Europe,67.28
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",France,Western Europe,75.29
2015,"School enrollment, tertiary (% gross)",France,Western Europe,62.7859306335449
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",France,Western Europe,8.14999961853027
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",France,Western Europe,14.6599998474121
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),France,Western Europe,83.712495878668
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",France,Western Europe,6.09999990463257
2015,"Unemployment with advanced education, male (% of male labor force with advanced education)",France,Western Europe,6.55999994277954
2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",France,Western Europe,10.35
2015,"Unemployment, female (% of female labor force) (modeled ILO estimate)",France,Western Europe,9.9
2015,"Unemployment, male (% of male labor force) (modeled ILO estimate)",France,Western Europe,10.77
2016,"Employers, female (% of female employment) (modeled ILO estimate)",France,Western Europe,2.27999997138977
2016,"Employers, male (% of male employment) (modeled ILO estimate)",France,Western Europe,6.05000019073486
2016,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",France,Western Europe,67.61
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",France,Western Europe,75.37
2016,"School enrollment, tertiary (% gross)",France,Western Europe,64.7276763916016
2016,"Self-employed, female (% of female employment) (modeled ILO estimate)",France,Western Europe,8.36999988555908
2016,"Self-employed, male (% of male employment) (modeled ILO estimate)",France,Western Europe,14.8999996185303
2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),France,Western Europe,84.0946706388613
2016,"Unemployment with advanced education, female (% of female labor force with advanced education)",France,Western Europe,5.84999990463257
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",France,Western Europe,5.53999996185303
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",France,Western Europe,10.04
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",France,Western Europe,9.84
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",France,Western Europe,10.22
2017,"Employers, female (% of female employment) (modeled ILO estimate)",France,Western Europe,2.28999996185303
2017,"Employers, male (% of male employment) (modeled ILO estimate)",France,Western Europe,5.94999980926514
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",France,Western Europe,67.64
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",France,Western Europe,75.66
2017,"School enrollment, tertiary (% gross)",France,Western Europe,65.8022308349609
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",France,Western Europe,8.52000045776367
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",France,Western Europe,14.4399995803833
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),France,Western Europe,83.95225464190982
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",France,Western Europe,5.44000005722046
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",France,Western Europe,4.98000001907349
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",France,Western Europe,9.41
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",France,Western Europe,9.37
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",France,Western Europe,9.44
2018,"Employers, female (% of female employment) (modeled ILO estimate)",France,Western Europe,2.17000007629395
2018,"Employers, male (% of male employment) (modeled ILO estimate)",France,Western Europe,6.11999988555908
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",France,Western Europe,68.22
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",France,Western Europe,75.9
2018,"School enrollment, tertiary (% gross)",France,Western Europe,67.5435180664063
2018,"Self-employed, female (% of female employment) (modeled ILO estimate)",France,Western Europe,8.34000015258789
2018,"Self-employed, male (% of male employment) (modeled ILO estimate)",France,Western Europe,14.6999998092651
2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),France,Western Europe,84.35475834578973
2018,"Unemployment with advanced education, female (% of female labor force with advanced education)",France,Western Europe,5.44000005722046
2018,"Unemployment with advanced education, male (% of male labor force with advanced education)",France,Western Europe,5.44999980926514
2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",France,Western Europe,9.02
2018,"Unemployment, female (% of female labor force) (modeled ILO estimate)",France,Western Europe,9.05
2018,"Unemployment, male (% of male labor force) (modeled ILO estimate)",France,Western Europe,8.99
2019,"Employers, female (% of female employment) (modeled ILO estimate)",France,Western Europe,2.21000003814697
2019,"Employers, male (% of male employment) (modeled ILO estimate)",France,Western Europe,6.15000009536743
2019,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",France,Western Europe,68.3
2019,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",France,Western Europe,75.44
2019,"School enrollment, tertiary (% gross)",France,Western Europe,68.3579025268555
2019,"Self-employed, female (% of female employment) (modeled ILO estimate)",France,Western Europe,8.73999977111816
2019,"Self-employed, male (% of male employment) (modeled ILO estimate)",France,Western Europe,15.2799997329712
2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),France,Western Europe,84.86930294906166
2019,"Unemployment with advanced education, female (% of female labor force with advanced education)",France,Western Europe,4.90999984741211
2019,"Unemployment with advanced education, male (% of male labor force with advanced education)",France,Western Europe,5.32000017166138
2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",France,Western Europe,8.44
2019,"Unemployment, female (% of female labor force) (modeled ILO estimate)",France,Western Europe,8.38
2019,"Unemployment, male (% of male labor force) (modeled ILO estimate)",France,Western Europe,8.5
2012,Gender pay gap in unadjusted form,France,Western Europe,15.6
2013,Gender pay gap in unadjusted form,France,Western Europe,15.5
2014,Gender pay gap in unadjusted form,France,Western Europe,15.5
2015,Gender pay gap in unadjusted form,France,Western Europe,15.6
2016,Gender pay gap in unadjusted form,France,Western Europe,15.9
2017,Gender pay gap in unadjusted form,France,Western Europe,16.3
2018,Gender pay gap in unadjusted form,France,Western Europe,16.7
2019,Gender pay gap in unadjusted form,France,Western Europe,16.5
2012,Gender employment gap,France,Western Europe,7.6
2013,Gender employment gap,France,Western Europe,6.9
2014,Gender employment gap,France,Western Europe,6.1
2015,Gender employment gap,France,Western Europe,5.9
2016,Gender employment gap,France,Western Europe,6.1
2017,Gender employment gap,France,Western Europe,6.6
2018,Gender employment gap,France,Western Europe,6.4
2019,Gender employment gap,France,Western Europe,5.9
2012,"Employers, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,2.48000001907349
2012,"Employers, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,6.69999980926514
2012,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,71.98
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,82.64
2012,"Self-employed, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,8.34000015258789
2012,"Self-employed, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,14.3199996948242
2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Germany,Western Europe,80.5226009911398
2012,"Unemployment with advanced education, female (% of female labor force with advanced education)",Germany,Western Europe,2.59999990463257
2012,"Unemployment with advanced education, male (% of male labor force with advanced education)",Germany,Western Europe,2.08999991416931
2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Germany,Western Europe,5.38
2012,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Germany,Western Europe,5.18
2012,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Germany,Western Europe,5.55
2013,"Employers, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,2.49000000953674
2013,"Employers, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,6.6399998664856
2013,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,72.67
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,82.63
2013,"Self-employed, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,8.10000038146973
2013,"Self-employed, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,13.8599996566772
2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Germany,Western Europe,81.35135135135135
2013,"Unemployment with advanced education, female (% of female labor force with advanced education)",Germany,Western Europe,2.58999991416931
2013,"Unemployment with advanced education, male (% of male labor force with advanced education)",Germany,Western Europe,2.16000008583069
2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Germany,Western Europe,5.23
2013,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Germany,Western Europe,4.91
2013,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Germany,Western Europe,5.5
2014,"Employers, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,2.50999999046326
2014,"Employers, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,6.46999979019165
2014,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,72.86
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,82.45
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,7.98000001907349
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,13.5299997329712
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Germany,Western Europe,81.73337345771894
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Germany,Western Europe,2.75
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",Germany,Western Europe,2.26999998092651
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Germany,Western Europe,4.98
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Germany,Western Europe,4.63
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Germany,Western Europe,5.28
2015,"Employers, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,2.50999999046326
2015,"Employers, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,6.46000003814697
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,72.96
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,82.07
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,7.75
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,13.3599996566772
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Germany,Western Europe,82.2087745839637
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",Germany,Western Europe,2.53999996185303
2015,"Unemployment with advanced education, male (% of male labor force with advanced education)",Germany,Western Europe,2.17000007629395
2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Germany,Western Europe,4.62
2015,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Germany,Western Europe,4.22
2015,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Germany,Western Europe,4.97
2016,"Employers, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,2.4300000667572
2016,"Employers, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,6.17999982833862
2016,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,73.41
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,82.1
2016,"Self-employed, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,7.65000009536743
2016,"Self-employed, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,12.8400001525879
2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Germany,Western Europe,82.66847990329403
2016,"Unemployment with advanced education, female (% of female labor force with advanced education)",Germany,Western Europe,2.25999999046326
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",Germany,Western Europe,2.13000011444092
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Germany,Western Europe,4.12
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Germany,Western Europe,3.74
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Germany,Western Europe,4.45
2017,"Employers, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,2.39000010490417
2017,"Employers, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,6.07999992370605
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,73.79
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,82.22
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,7.55000019073486
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,12.5100002288818
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Germany,Western Europe,82.97872340425533
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",Germany,Western Europe,1.98000001907349
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",Germany,Western Europe,1.97000002861023
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Germany,Western Europe,3.75
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Germany,Western Europe,3.32
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Germany,Western Europe,4.12
2018,"Employers, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,2.29999995231628
2018,"Employers, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,5.94999980926514
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,74.11
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,82.74
2018,"Self-employed, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,7.28999996185303
2018,"Self-employed, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,12.1700000762939
2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Germany,Western Europe,82.85328532853285
2018,"Unemployment with advanced education, female (% of female labor force with advanced education)",Germany,Western Europe,1.92999994754791
2018,"Unemployment with advanced education, male (% of male labor force with advanced education)",Germany,Western Europe,1.83000004291534
2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Germany,Western Europe,3.38
2018,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Germany,Western Europe,2.91
2018,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Germany,Western Europe,3.79
2019,"Employers, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,2.30999994277954
2019,"Employers, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,5.96000003814697
2019,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,74.73
2019,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Germany,Western Europe,83.3
2019,"Self-employed, female (% of female employment) (modeled ILO estimate)",Germany,Western Europe,6.98000001907349
2019,"Self-employed, male (% of male employment) (modeled ILO estimate)",Germany,Western Europe,11.8900003433228
2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Germany,Western Europe,82.95810347398242
2019,"Unemployment with advanced education, female (% of female labor force with advanced education)",Germany,Western Europe,1.8400000333786
2019,"Unemployment with advanced education, male (% of male labor force with advanced education)",Germany,Western Europe,1.77999997138977
2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Germany,Western Europe,3.14
2019,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Germany,Western Europe,2.73
2019,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Germany,Western Europe,3.5
2012,Gender pay gap in unadjusted form,Germany,Western Europe,22.7
2013,Gender pay gap in unadjusted form,Germany,Western Europe,22.1
2014,Gender pay gap in unadjusted form,Germany,Western Europe,22.3
2015,Gender pay gap in unadjusted form,Germany,Western Europe,21.8
2016,Gender pay gap in unadjusted form,Germany,Western Europe,21.1
2017,Gender pay gap in unadjusted form,Germany,Western Europe,20.4
2018,Gender pay gap in unadjusted form,Germany,Western Europe,20.1
2019,Gender pay gap in unadjusted form,Germany,Western Europe,19.2
2012,Gender employment gap,Germany,Western Europe,10.5
2013,Gender employment gap,Germany,Western Europe,9.6
2014,Gender employment gap,Germany,Western Europe,9.1
